uri,cid,author_handle,author_display_name,text,created_at,like_count,repost_count,reply_count,quote_count,keyword
at://did:plc:nshhkotdm2mm7zioivqh7ejd/app.bsky.feed.post/3kre2m6nhmd2i,bafyreicodvh3mqhf7jn3xldeicegovosxpmgpd37zqsm5uorjjd43etuhm,trading101.bsky.social,TRADING101,"SMARTERTRADING411 - MORNING CALL 04.30.24

100% FREE👇

open.substack.com/pub/trading1...

$SPX $SPY $AVGO $NVDA $DELL $LRCX $ASML $BIIB $NFLX $DJT $CRWD $CVNA $PLTR $HOOD $AFRM $PANW $TSM $CAT $SNOW $LLY $ARM $GS $MSTR $COIN $META $SMCI $NOW $MSFT $GOOGL $AMZN $TSLA $ZS $VRT $UNH $ISRG #GetSmarter",2024-04-30T13:13:53.837Z,1,0,0,0,TSM
at://did:plc:5mql76qse73y6uk3ncfo6alv/app.bsky.feed.post/3kre2fkvco22p,bafyreiamitfbgzipajshx2acavq6gllkk5xpnb4hsphqpdhoknzl4urnry,dxjva.bsky.social,ヤサキ,まほやくで大人もおやつ食うしパンになにつけるか悩むしでもちゃんと守ってくれる、みたいな部分をみてたのでtsmストでも最悪な大人がこんなに出てくるんだ…というのが,2024-04-30T13:10:11.387Z,0,0,0,0,TSM
at://did:plc:5mql76qse73y6uk3ncfo6alv/app.bsky.feed.post/3kre2bz36ss2g,bafyreihl2en5aqope7o6opmnit66l6egotws34utxqq4pj6nkjxdsbog2i,dxjva.bsky.social,ヤサキ,私はtsm節のキャラクターのいろんな面をみることによって完全に嫌えなくなるところが好きなんですけど、アイザックのこともアイザックを完全に否定してしまうと自分の心が不自由になるような気がして嫌えなくて……はやくノーヴァのことも嫌えないよ〜！ になりたいすぎる,2024-04-30T13:08:12.391Z,0,0,0,0,TSM
at://did:plc:nshhkotdm2mm7zioivqh7ejd/app.bsky.feed.post/3krckly4wc22k,bafyreiad7uh7hrgoipir54ubvrwny6nztjcis6d3dw7knjufd4u4wbfmsq,trading101.bsky.social,TRADING101,"Weekly Plan 04.29.24

100% FREE 👇

open.substack.com/pub/trading1...

$SPX $SPY $AVGO $NVDA $DELL $LRCX $ASML $BIIB $NFLX $DJT $CRWD $CVNA $PLTR $HOOD $AFRM $PANW $TSM $CAT $SNOW $LLY $ARM $GS $MSTR $COIN $META $SMCI $NOW $MSFT $GOOGL $AMZN $TSLA $ZS $VRT $UNH $ISRG #GetSmarter #Only1Sam #Smarter411",2024-04-29T22:54:47.393Z,0,0,0,0,TSM
at://did:plc:6iyxwkh2qj5qmvtqi7a6kvxz/app.bsky.feed.post/3krcikn7lns2i,bafyreicnmeiccn2y3q7sxomvc73wsgn3p3qnzjweu3aatbnfw22zejcvvm,oldmissmarple.bsky.social,Oldmisspoirot,"En sevdiğim TSM şarkısı da Şekip Ayhan Özışık. “Ufacık tefecktin, sevgilim sende bir başkalık vardı…",2024-04-29T22:18:14.744Z,4,0,0,1,TSM
at://did:plc:6iyxwkh2qj5qmvtqi7a6kvxz/app.bsky.feed.post/3krcid2xzu22z,bafyreifxr2mumlmyvzsdnsjvmuhbcad6wluoiv35t4zagjo47q22u4cog4,oldmissmarple.bsky.social,Oldmisspoirot,İtiraf saati. Liseden beri TRT3 TSM konserlerini izliyorum. Tamam dinozorum.,2024-04-29T22:14:00.164Z,8,0,0,1,TSM
at://did:plc:veisuthhvb74k6vqdatb7vux/app.bsky.feed.post/3kr7aj2qdud2s,bafyreigdxgj2xe2yqyuwatbjzaiykaf6ycw33me7hkanrslqpqru34cldy,nikonemu515.bsky.social,に子,前にスペースでtsmさんが推し活してみたい、自分も二次創作とかしてキャッキャしたいみたいな話してたのを聞いてから「え〜絶対読みたいけど！」って思ってるけど　実現したとしてもジャンルもカプもすれ違って見つけられなそうで寂　出会いたいよなあ〜　偶然巡り合って「この文体　この会話の手癖　tsmさんだよね？！」ってなりたいよ,2024-04-28T15:16:12.737Z,1,0,0,0,TSM
at://did:plc:veisuthhvb74k6vqdatb7vux/app.bsky.feed.post/3kr77uxm6gk26,bafyreif2jzijahl42hmrbpkqc27g6nqmsrsuygetopjwzdhuvxoyf5wvcm,nikonemu515.bsky.social,に子,tsmって攻め優位すきだよね　ひとの性癖を知ったかぶりすなだけど　すきだよね,2024-04-28T15:04:58.370Z,0,0,0,0,TSM
at://did:plc:5mql76qse73y6uk3ncfo6alv/app.bsky.feed.post/3kr6znwmvcn26,bafyreihds2pnfbf7vpht2nuuimip2awd2drwzgrzbcgnuesbnksjcwfjvq,dxjva.bsky.social,ヤサキ,いやなんかこうtsm節みたいなのはどの部分なのかな〜と思って…,2024-04-28T13:13:39.471Z,0,0,0,0,TSM
at://did:plc:x6zdk4jhkaakpduyq5wibllz/app.bsky.feed.post/3kr6z4gb32t24,bafyreigossyby2v6mbwp47jlqzfkpvefdkuzdxrtprc6ronvjxvb5q4d7i,mimi28.bsky.social,ふゆ,ヤサキさんアイナナ！？アニナナはゲーム原作なので全部tsmストだよ〜,2024-04-28T13:03:52.352Z,1,0,0,0,TSM
